Yamaha;YZF-R1M 1000;2015;200KM;1000 cm;17.0;Chain;6;;2055 x 690 x 1150
Suzuki;GSF / Bandit 1250S;2007 - 2012;97KM;1250 cm;20;Chain;6;229;2130 x 790 x 1225
Benelli;TNT 1130 R 2014;2014;157KM;1100 cm;16.0;Chain;6;205;2100 x 790 x 1050
Benelli;TNT 899 2007;2007;129KM;899 cm;16.0;Chain;6;205;2100 x 790 x 1050
Bimota;Tesi 3D 1100;2007;98KM;1100 cm;16.0;Chain;6;167;2100 x 700 x 112
Romet;RCR 125;2016;12KM;125 cm;14.0;Chain;5;;2245 x 856 x 1143
Romet;ADV 250;2016;25KM;250 cm;16.0;Chain;6;163;2130 x 868 x 1260
Suzuki;Intruder 125 VL;1999 - 2007;13KM;125 cm;12.0;Chain;5;140;
Yamaha;XVS 125 Dragstar;2000 - 2005;13KM;125 cm;11.0;Chain;5;144;2320 x 910 x 1075
Kawasaki;Z750S;2004 - 2006;110KM;750 cm;19.0;Chain;6;195;
Kawasaki;Z750;2004 - 2006;110KM;750 cm;19.0;Chain;6;195;
Triumph;Bonneville 900;2000 - 2015;68KM;900 cm;16.0;Chain;5;209;2115 x 790 x 1130
Kawasaki;Z750R;2011 - 2012;106KM;750 cm;18.5;Chain;6;202;
Kawasaki;Z750;2007 - 2012;106KM;750 cm;18.5;Chain;6;203;
Hyosung;GV 125C Aquila 2012;2012;13KM;125 cm;14.0;Chain;5;157;2282 x 875 x 1096
Buell;1125R;2007 - 2009;146KM;1125 cm;20.1;Chain;6;200;
Yamaha;YBR 125;2005 - 2015;10KM;125 cm;13.0;Chain;5;126;1985 x 745 x 1100
Triumph;Daytona 675R;2013 - 2016;126KM;675 cm;17.5;Chain;6;167;2045 x 695 x 1112
Honda;VT 125C Shadow;1999 - 2007;15KM;125 cm;14.0;Chain;5;145;2300 x 890 x 1100
Kawasaki;KX 250F;2002;41KM;250 cm;7.2;Chain;5;;2170 x 820 x 1270
Suzuki;GSX-R 1000 K7;2007 - 2008;190KM;1000 cm;17.5;Chain;6;172;2045 x 720 x 1130
Suzuki;GSF 650N Bandit;2007 - 2012;84KM;650 cm;19.0;Chain;;215;2130 x 780 x 1085
Junak;M12 125ccm;2015;11KM;125 cm;13.5;Chain;5;128;2100 x 875 x 1165
Husqvarna;FS 450;2014;60KM;450 cm;7.5;Chain;5;110;
Honda;CB 900 F Hornet;2002 - 2007;109KM;900 cm;19.0;Chain;6;194;
MV;Agusta Dragster 800 RR;2014;140KM;800 cm;16.6;;6;168;
Yamaha;WR 125X 2009;2009;15KM;125 cm;8.5;Chain;6;;2090 x 835 x 1260
Suzuki;DR  125;1982 - 2001;12KM;125 cm;13.0;Chain;5;114;2110 x 805 x 1170
Ducati;Streetfighter 848;2011;132KM;848 cm;16.5;Chain;6;169;2102 x 775 x 1114
KTM;125 DUKE;2012 - 2016;15KM;125 cm;11.0;Chain;6;127;
Derbi;Senda Baja 125 SM;2006 - 2012;12KM;125 cm;7.5;Chain;5;118;
KTM;1290 Super Duke R;2014 - 2017;180KM;1300 cm;18.0;Chain;6;189;2168 x 793 x 1131
Hyosung;GT 125;2015;15KM;125 cm;17.0;Chain;5;;2090 x 1130 x 700
Suzuki;GSX-R 750;2004 - 2005;155KM;750 cm;17.0;Chain;6;163;2075 x 715 x 1145
Honda;CRF 250L;2012;23KM;250 cm;7.7;Chain;6;;2195 x 815 x 1195
Moto;Guzzi V7 Racer 750;2011;50KM;750 cm;22.0;Chain;5;179;2184 x 800 x 1112
Honda;CBR 125R;2007 - 2010;13KM;125 cm;10.0;Chain;6;115;
Aprilia;Tuono 125;2003 - 2005;14KM;125 cm;14.0;Chain;6;139;2005 x 720 x 1135
Yamaha;YZF-R3 300 2015;2015;42KM;300 cm;14.0;Chain;6;148;2090 x 720 x 1135
Yamaha;TW 125;1999 - 2004;12KM;125 cm;7.0;Chain;5;;2135 x 820 x 1120
Honda;XRV 750 Africa Twin;1993 - 2003;62KM;750 cm;23.0;Chain;5;205;2380 x 905 x 1430
Suzuki;GSX-S 1000F;2014 - 2020;145KM;1000 cm;17.0;Chain;6;;2115 x 795 x 1180
Honda;CBR 600RR;2003 - 2004;117KM;600 cm;18.0;Chain;6;169;2065 x 685 x 1135
Honda;CBR 600RR;2005 - 2006;117KM;600 cm;18.0;Chain;6;163;2065 x 685 x 1135
Honda;CBR 600RR;2007 - 2008;118KM;600 cm;18.2;Chain;6;156;2015 x 685 x 1105
Honda;CBR 600RR;2013 - 2016;118KM;600 cm;18.2;Chain;6;156;2015 x 685 x 1105
Honda;CBR 600RR;2009 - 2012;118KM;600 cm;18.2;Chain;6;156;2015 x 685 x 1105
KTM;EXC 250F 2012;2012;37KM;250 cm;9.0;;6;;
Husqvarna;TC 125 2014;2014;39KM;125 cm;7.5;Chain;6;91;
Ducati;Scrambler 800 2014;2014;75KM;800 cm;;Chain;6;170;2100 x 1150 x 845
Suzuki;VanVan 125;2003 - 2016;12KM;125 cm;6.5;Chain;6;128;2140 x 860 x 1120
Honda;CBR 600 F4;1998 - 2000;110KM;600 cm;18.0;Chain;6;168;2065 x 685 x 1135
Yamaha;WR 125R 2009;2009;15KM;125 cm;;Chain;6;;2125 x 835 x 1285
Kawasaki;KLX 450R 2008;2008;56KM;450 cm;;Chain;5;;2175 x 820 x 1250
Keeway;RKS 125 2012;2012;11KM;125 cm;16.0;Chain;5;117;2040 x 780 x 1070
Cagiva;Mito 125;1994 - 2009;34KM;125 cm;14.0;;6;129;1980 x 760 x 1130
KTM;Freeride 250R 2014;2014;25KM;250 cm;7.0;Chain;6;;
Harley-Davidson;Street 750;2014 - 2018;57KM;750 cm;13.0;Chain;6;206;
Derbi;GPR 125 Racing 2010;2010;15KM;125 cm;14.0;Chain;6;135;2024 x 720 x 1160
Suzuki;DR-Z 400SM ( SuperMoto );2005 - 2009;40KM;400 cm;10.0;Chain;5;134;2220 x 870 x 1185
Suzuki;DR-Z 400S;2000 - 2008;40KM;400 cm;10.0;Chain;5;132;2310 x 875 x 1230
Honda;VFR 800VTEC;2002 - 2011;110KM;800 cm;22.0;Chain;6;;2100 x 735 x 1190
Honda;VFR 800 FI Interceptor;1998 - 2001;110KM;800 cm;21.0;Chain;6;208;2100 x 735 x 1190
Honda;NSR 125R;1994 - 2001;15KM;125 cm;13.0;Chain;6;132;
Yamaha;YZ 125;1996 - 2002;33KM;125 cm;8;Chain;6;;2136 x 927 x 1318
Kawasaki;Ninja H2;2015;200KM;1000 cm;17.0;Chain;6;;2085 x 770 x 1125
Junak;131;2015;10KM;125 cm;10.5;Chain;5;126;2050 x 770 x 1055
Junak;127;2015;8KM;125 cm;15.5;Chain;5;;2130 x 760 x 1020
Junak;123 125 2015;2015;11KM;125 cm;17.0;Chain;5;;2000 x 810 x 1100
Junak;121 125 2015;2015;11KM;125 cm;15.0;Chain;5;110;1950 x 810 x 1120
Junak;122 RS;2015;9KM;125 cm;13.0;Chain;5;;2110 x 770 x 1150
Junak;122 F;2015;12KM;125 cm;18.5;Chain;5;;2060 x 745 x 1135
Junak;122;2015;10KM;125 cm;18.5;Chain;5;;2060 x 745 x 1135
Junak;126;2015;10KM;125 cm;15.0;Chain;5;;1965 x 750 x 1090
Junak;122 Sport 125 2015;2015;10KM;125 cm;18.5;Chain;5;;2060 x 745 x 1150
Junak;RS 125;2015;10KM;125 cm;13.5;Chain;5;;1950 x 820 x 1095
Zipp;Manic 125 2015;2015;11KM;125 cm;;Chain;5;;2035 x 725 x 1060
Zipp;Pro RS 125 2015;2015;11KM;125 cm;;Chain;5;;2020 x 720 x 1150
Zipp;VZ-1 125 2015;2015;12KM;125 cm;15.0;Chain;5;;1950 x 810 x 1120
Zipp;VZ-2 125 2015;2015;9KM;125 cm;17.0;Chain;5;;
Zipp;RAVEN LUX 125 2014;2014;11KM;125 cm;16.0;Chain;5;155;2235 x 840 x 1140
Zipp;Raven 125 2015;2015;11KM;125 cm;11.5;Chain;5;133;2235 x 840 x 1140
Zipp;VZ-3 125 2014;2014;10KM;125 cm;13.0;Chain;5;118;2020 x 730 x 1070
Aprilia;RS4 125;2011;15KM;125 cm;14.5;Chain;6;121;
Junak;NK 125 2015;2015;10KM;125 cm;12.5;Chain;5;134;2020 x 730 x 1160
Junak;M11 125;2015;11KM;125 cm;14.0;Chain;;;2280 x 895 x 1110
Junak;M16 125 2015;2015;11KM;125 cm;13.5;;;;2310 x 930 x 1080
Romet;Ogar Caffe 125;2014 - 2016;11KM;125 cm;12.8;Chain;5;;2060 x 800 x 1100
Romet;ADV 125;2015 - 2016;10KM;125 cm;;;;;2070 x 840 x 1105
Romet;R 125;2015 - 2016;9KM;125 cm;;;;;2210 x 890 x 1210
Romet;Soft 125;2011 - 2016;12KM;125 cm;16.0;Chain;5;86;1950 x 810 x 1120
Romet;K 125;2007 - 2016;10KM;125 cm;14.0;;;;2060 x 710 x 1130
Romet;ZK 125;2015 - 2016;10KM;125 cm;;;;;1970 x 820 x 1070
Romet;Arrow Fly 125;2015 - 2016;10KM;125 cm;;;;;2020 x 700 x 1110
Romet;R 125CVT;2015 - 2016;8KM;125 cm;6.0;;;;2140 x 720 x 1110
Cagiva;Planet 125;1998 - 2003;33KM;125 cm;12.5;Chain;6;;
Romet;Division 125;2014 - 2016;11KM;125 cm;15.0;Chain;5;144;2040 x 780 x 1100
Honda;Varadero 125;2001 - 2009;15KM;125 cm;17.7;Chain;5;149;
KTM;SX 125;2015;42KM;125 cm;7.5;Chain;6;90;
Suzuki;SV 650N;2003 - 2009;72KM;650 cm;16.0;Chain;6;167;2080 x 745 x 1085
Suzuki;SV 650N;1999 - 2002;71KM;650 cm;16.0;Chain;6;165;2045 x 760 x 1060
Suzuki;SV 650S;2003 - 2012;72KM;650 cm;16.0;Chain;6;169;2080 x 730 x 1170
Suzuki;SV 650S;1999 - 2002;71KM;650 cm;16.0;Chain;6;169;2045 x 740 x 1130
Honda;CBR 600 F4i;2001 - 2006;109KM;600 cm;18.0;Chain;6;171;2065 x 685 x 1135
Suzuki;GSF / Bandit 1200N;1999 - 2005;97KM;1200 cm;20;Chain;5;214;2350 x 922 x 1050
BMW;R 1200GS Adventure;2006 - 2010;98KM;1200 cm;33.0;Chain;6;223;2210 x 910 x 1450
BMW;R 1200GS 2014;2014;125KM;1200 cm;30.0;Chain;6;220;2210 x 953 x 1450
BMW;R 1200GS 2013;2013;125KM;1200 cm;20;Chain;6;205;2210 x 953 x 1450
BMW;R 1200GS;2004 - 2012;98KM;1200 cm;20.0;Chain;6;205;2210 x 953 x 1450
BMW;R 1200C;1997 - 2005;61KM;1200 cm;17.5;Chain;5;236;2340 x 1050 x 1130
BMW;R 1150RT;2001 - 2005;95KM;1150 cm;25.0;Chain;6;255;2170 x 940 x 1220
BMW;R 1150RS;2000 - 2005;95KM;1150 cm;23.0;Chain;6;246;2170 x 920 x 1286
BMW;R 1150R;2001 - 2006;95KM;1150 cm;20.4;Chain;6;238;2170 x 940 x 1220
BMW;R 1150GS;1999 - 2005;85KM;1150 cm;22.0;Chain;6;228;2180 x 980 x 1435
BMW;R 1100S;1999 - 2005;98KM;1100 cm;18.0;Chain;6;229;2180 x 880 x 1160
BMW;R 1150GS Adventure;2002 - 2005;85KM;1150 cm;;Chain;6;232;2180 x 980 x 1435
BMW;R 1100RS;1994 - 2000;90KM;1100 cm;22.0;Chain;5;239;2175 x 920 x 1286
BMW;R 1100R;1995 - 2003;80KM;1100 cm;21.0;Chain;5;235;2197 x 898 x 1060
BMW;R 1100GS;1994 - 1999;80KM;1100 cm;24.0;Chain;5;225;2189 x 920 x 1366
BMW;R 850RT;1996 - 2002;73KM;850 cm;20.5;Chain;5;238;
BMW;R 850R;1994 - 2003;73KM;850 cm;20.5;Chain;5;218;2170 x 940 x 1220
BMW;R 850GS;1996 - 2001;73KM;850 cm;24.0;Chain;5;225;2196 x 920 x 1360
BMW;R nine T 1170 2014;2014;110KM;1170 cm;;Chain;6;;2200 x 890 x 1265
BMW;K 1600GTL 2011;2011;160KM;1600 cm;26.5;Chain;6;321;2489 x 1000 x 1465
BMW;K 1300S 2009;2009;173KM;1300 cm;19.0;Chain;6;228;2182 x 905 x 1221
BMW;K 1300R 2009;2009;173KM;1300 cm;19.0;Chain;6;217;2228 x 856 x 1095
BMW;K 1300GT;2009 - 2013;160KM;1300 cm;;Chain;6;;
BMW;K 1200S;2004 - 2008;165KM;1200 cm;19.0;Chain;6;227;
BMW;K 1200RS;1997 - 2005;130KM;1200 cm;22.0;Chain;6;266;
BMW;K 1200R Sport;2007 - 2009;163KM;1200 cm;19.0;Chain;6;241;
BMW;K 1200R;2005 - 2008;163KM;1200 cm;19.0;Chain;6;211;2228 x 856 x 1230
BMW;K 1200LT;1999 - 2003;116KM;1200 cm;24.0;Chain;5;353;
BMW;K 1200LT;2004 - 2007;116KM;1200 cm;24.0;Chain;5;353;
BMW;K 1200GT;2006 - 2008;157KM;1200 cm;24.0;Chain;6;249;
BMW;K 1200GT;2003 - 2005;128KM;1200 cm;20.5;Chain;6;;
BMW;K 1100RS;1993 - 1996;100KM;1100 cm;22.0;Chain;5;;
BMW;K 1100LT;1989 - 1996;100KM;1100 cm;22.0;Chain;5;;
BMW;K1 1000;1988 - 1992;100KM;1000 cm;22.0;Chain;5;234;2160 x 720 x 1170
BMW;HP4 1000;2012 - 2014;193KM;1000 cm;17.5;Chain;6;169;2056 x 826 x 1138
BMW;HP2 1170;2005 - 2008;105KM;1170 cm;13.0;Chain;6;175;2350 x 880 x 1266
BMW;HP2 1170 Megamoto;2007 - 2010;105KM;1170 cm;13.0;Chain;6;179;2350 x 922 x 1050
BMW;HP2 1170 Sport;2008 - 2012;130KM;1170 cm;16.0;Chain;6;178;2135 x 750 x 1163
BMW;G 650GS;2011 - 2014;48KM;650 cm;17.3;Chain;5;176;2185 x 920 x 1440
BMW;G 650 X Country;2007 - 2012;53KM;650 cm;9.5;Chain;5;144;2005 x 907 x 1225
BMW;G 650 X Moto;2007 - 2009;53KM;650 cm;9.5;Chain;5;;2155 x 907 x 1180
BMW;F 800GS 2008;2008;85KM;800 cm;16.0;Chain;6;;2320 x 945 x 1350
BMW;F 800ST;2007 - 2013;85KM;800 cm;16.0;Chain;6;187;2195 x 860 x 1225
BMW;F 800S;2006 - 2010;85KM;800 cm;16.0;Chain;6;182;2082 x 860 x 1155
BMW;F 800R 2009;2009;87KM;800 cm;16.0;Chain;6;177;2145 x 905 x 1160
BMW;F 800GT 2013;2013;90KM;800 cm;15.0;Chain;6;;2156 x 905 x 1248
BMW;F 800GS Adventure 2013;2013;85KM;800 cm;24.0;Chain;6;214;2304 x 925 x 1450
BMW;F 700GS 2013;2013;75KM;700 cm;16.0;Chain;6;186;2280 x 890 x 1240
BMW;F 650GS TWIN;2008 - 2012;71KM;650 cm;16.0;Chain;6;171;2280 x 890 x 1240
BMW;G 650GS Sertao 2012;2012;48KM;650 cm;17.3;Chain;5;171;2185 x 920 x 1440
BMW;F 650CS Scarver;2000 - 2004;50KM;650 cm;15.0;Chain;5;170;2142 x 915 x 1158
BMW;F 650GS;2000 - 2007;50KM;650 cm;17.3;Chain;5;176;2175 x 910 x 1265
BMW;F 650GS Dakar;2003 - 2006;50KM;650 cm;17.3;Chain;5;176;2189 x 910 x 1265
BMW;F 650ST Strada;1997 - 2003;48KM;650 cm;17.0;Chain;5;173;2180 x 820 x 1220
BMW;C600 600 Sport 2012;2012;60KM;600 cm;16.0;Chain;;237;2155 x 877 x 1378
BMW;C1 125;2001 - 2003;15KM;125 cm;9.5;Chain;;185;
Kawasaki;W 650;1999 - 2006;50KM;650 cm;15.0;Chain;5;195;2180 x 790 x 1075
Kawasaki;W 800 2011;2011;48KM;800 cm;14.0;Chain;5;;2180 x 790 x 1075
Kawasaki;Z250SL;2015;28KM;250 cm;11.0;Chain;6;;1935 x 700 x 1015
Kawasaki;GTR 1400;2010 - 2014;155KM;1400 cm;22.0;Chain;6;;2230 x 790 x 1345
Kawasaki;GTR 1400 2015;2015;155KM;1400 cm;22.0;Chain;6;;2230 x 790 x 1345
Kawasaki;GTR 1400;2007 - 2009;155KM;1400 cm;22.0;Chain;6;279;2270 x 1000 x 1290
Yamaha;XT 660Z Ténéré;2008;47KM;660 cm;23.0;Chain;5;;2246 x 896 x 1477
Yamaha;TRX850 850;1996 - 2000;80KM;850 cm;18.0;Chain;5;190;2070 x 700 x 1105
Yamaha;YZF1000 Thunderace;1996 - 2003;145KM;1000 cm;20.0;Chain;5;198;2085 x 740 x 1175
Kawasaki;Versys 1000;2015 - 2018;120KM;1000 cm;21.0;Chain;6;;2240 x 895 x 1465
Kawasaki;Versys 1000;2011 - 2014;118KM;1000 cm;21.0;Chain;6;;2235 x 900 x 1405
Kawasaki;Versys 650;2006 - 2009;64KM;650 cm;19.0;Chain;6;;2125 x 840 x 1315
Kawasaki;Versys 650 2015;2015;69KM;650 cm;21.0;Chain;6;;2165 x 840 x 1400
Kawasaki;Versys 650;2010 - 2014;69KM;650 cm;19.0;Chain;6;;2125 x 840 x 1330
Yamaha;TDM 900;2002 - 2010;86KM;900 cm;20.0;Chain;6;;2180 x 800 x 1290
Yamaha;TDM 850;1996 - 2001;77KM;850 cm;20.0;Chain;5;;2165 x 790 x 1285
Yamaha;TDM 850;1991 - 1995;77KM;850 cm;18.0;Chain;5;199;
Yamaha;SR 125;1981 - 2001;12KM;125 cm;10.0;Chain;5;;2020 x 775 x 1100
Yamaha;FJR 1300;2001 - 2005;145KM;1300 cm;25.0;Chain;5;244;2195 x 760 x 1420
Yamaha;FJR 1300A;2006 - 2013;145KM;1300 cm;25;Chain;5;;2230 x 750 x 1450
Yamaha;FJR 1300A 2013;2013;146KM;1300 cm;25.0;Chain;5;;2230 x 750 x 1325
Yamaha;FJR 1300AS;2006 - 2013;146KM;1300 cm;25.0;Chain;5;;2230 x 750 x 1325
Yamaha;MT-01 1700;2005 - 2009;90KM;1700 cm;15.0;Chain;5;;2185 x 800 x 1105
Yamaha;YZF-R7 700;1999 - 2000;106KM;700 cm;23.0;Chain;6;176;3060 x 720 x 1125
Yamaha;YZF600 600 Thundercat;1996 - 2003;105KM;600 cm;19.0;Chain;6;;2145 x 725 x 1190
Yamaha;BT1100 1100 Bulldog;2001 - 2006;64KM;1100 cm;20.0;Chain;5;;2200 x 800 x 1140
Yamaha;DT 125R;1998 - 2004;16KM;125 cm;10.0;Chain;6;;2170 x 830 x 1255
Yamaha;DT 125X;1998 - 2004;16KM;125 cm;10.7;Chain;6;;2139 x 795 x 1121
Yamaha;SR 400 2014;2014;23KM;400 cm;;Chain;5;;2085 x 750 x 1095
Kawasaki;ZZR 600;1990 - 2000;100KM;600 cm;18.0;Chain;6;195;
Kawasaki;ZZR 600;2006 - 2008;111KM;600 cm;18.0;Chain;6;171;2030 x 730 x 1175
Kawasaki;GPZ 500S/Ninja 500R;1993 - 2009;60KM;500 cm;18;Chain;6;178;2125 x 675 x 1165
Kawasaki;GPZ 1100;1995 - 1998;129KM;1100 cm;22.0;Chain;6;242;
Kawasaki;ZRX 1200;2000 - 2005;122KM;1200 cm;19.0;Chain;5;223;
Kawasaki;ZRX 1100;1999 - 2001;106KM;1100 cm;20.0;Chain;5;222;2200 x 780 x 1150
Kawasaki;ZRX 1100;1997 - 1998;98KM;1100 cm;20.0;Chain;5;222;2200 x 780 x 1150
Kawasaki;ZR-7 750;1999 - 2004;75KM;750 cm;22.0;Chain;5;202;2105 x 785 x 1215
Kawasaki;ZX-7R 750 Ninja;1996 - 2003;122KM;750 cm;18.0;Chain;6;200;2190 x 740 x 1130
Triumph;TT 600;2000 - 2001;110KM;600 cm;18.0;Chain;6;170;2060 x 665 x 1150
Triumph;Daytona 600;2003 - 2004;112KM;600 cm;18.0;Chain;6;165;2050 x 660 x 1135
Kawasaki;Z1000 1000;2004 - 2006;127KM;1000 cm;18.5;Chain;6;198;2080 x 770 x 1055
Kawasaki;Z1000;2007 - 2009;125KM;1000 cm;18.5;Chain;6;;2090 x 780 x 1065
Kawasaki;Z1000;2010 - 2013;138KM;1000 cm;15.0;Chain;6;;2095 x 805 x 1085
Kawasaki;Z1000;2014;142KM;1000 cm;17.0;Chain;6;;2045 x 790 x 1055
Kawasaki;Z300 300 2015;2015;39KM;300 cm;17.0;Chain;6;;2015 x 750 x 1025
Kawasaki;Z800;2013 - 2016;113KM;800 cm;17.0;Chain;6;;2100 x 800 x 1050
Kawasaki;Z800 800 wersja E;2013 - 2016;95KM;800 cm;17.0;Chain;6;;2100 x 800 x 1050
Kawasaki;ZX-10R 1000 Ninja;2004 - 2005;175KM;1000 cm;17.0;Chain;6;170;2045 x 705 x 1115
Kawasaki;ZX-10R 1000 Ninja;2006 - 2007;184KM;1000 cm;17.0;Chain;6;175;2065 x 705 x 1130
Kawasaki;ZX-10R 1000;2008 - 2010;200KM;1000 cm;17.0;Chain;6;179;2110 x 710 x 1135
Kawasaki;ZX-10R 1000 Ninja;2011 - 2015;210KM;1000 cm;17.0;Chain;6;;2075 x 715 x 1115
Kawasaki;KLX 110 2010;2010;7KM;110 cm;3.8;Chain;4;;560 x 650 x 955
Kawasaki;KLX 110;2006 - 2006;6KM;110 cm;3.8;Chain;3;64;1555 x 660 x 955
Kawasaki;GTR 1000;1986 - 1999;110KM;1000 cm;28.5;Chain;6;;2290 x 930 x 1415
Yamaha;YZF-R1 1000 RN01;1998 - 2000;150KM;1000 cm;18.0;Chain;6;;2035 x 695 x 1105
Yamaha;YZF-R1 1000 RN12;2004 - 2006;180KM;1000 cm;18.0;Chain;6;;2065 x 720 x 1105
Yamaha;YZF-R1 1000 RN19;2007 - 2008;189KM;1000 cm;18.0;Chain;6;;2060 x 720 x 1110
Yamaha;YZF-R1 1000 RN09;2002 - 2003;152KM;1000 cm;17.0;Chain;6;;2040 x 705 x 1105
Yamaha;YZF-R1 RN04 1000;2000 - 2001;150KM;1000 cm;18.0;Chain;6;;2035 x 695 x 1105
Yamaha;YZF-R1 1000;2015;200KM;1000 cm;17.0;Chain;6;;2055 x 690 x 1150
Yamaha;YZF-R1 1000 RN22;2012 - 2014;190KM;1000 cm;18.0;Chain;6;;2070 x 715 x 1130
Yamaha;YZF-R1 1000 RN22;2009 - 2011;190KM;1000 cm;18.0;Chain;6;177;2070 x 715 x 1130
Yamaha;YZF-R6 600 RJ05 / RJ09;2003 - 2004;123KM;600 cm;17.0;Chain;6;162;2025 x 690 x 1090
Yamaha;YZF-R6 600 RJ03;2001 - 2002;120KM;600 cm;17.0;Chain;6;167;2025 x 690 x 1105
Yamaha;YZF-R6 600 RJ03;1999 - 2000;120KM;600 cm;17.0;Chain;6;167;2025 x 690 x 1105
Honda;VFR 1200X DTC Crosstourer 2014;2014;129KM;1200 cm;21.5;Chain;6;;2285 x 915 x 1335
Yamaha;YZF-R6 600 RJ11;2006 - 2007;124KM;600 cm;17.0;Chain;6;161;2020 x 690 x 1090
Yamaha;YZF-R6 600 RJ095;2005 - 2005;124KM;600 cm;17.0;Chain;6;180;2020 x 690 x 1090
Yamaha;YZF-R6 600 RJ15;2008 - 2009;135KM;600 cm;17.3;Chain;6;166;2040 x 705 x 1100
Yamaha;YZF-R6 600 RJ15;2010 - 2016;124KM;600 cm;17.3;Chain;6;;2040 x 705 x 1100
Yamaha;YZF-R125 125;2008 - 2013;17KM;125 cm;13.8;Chain;6;;2015 x 660 x 1065
Yamaha;YZF-R125 125;2014 - 2018;15KM;125 cm;11.5;Chain;6;;1955 x 680 x 1065
Yamaha;FZS 1000 Fazer;2001 - 2005;143KM;1000 cm;21.0;Chain;6;208;2125 x 765 x 1190
Yamaha;FZ1 1000 Fazer;2006 - 2012;146KM;1000 cm;18.0;Chain;6;;2140 x 770 x 1205
Yamaha;FZ1 1000;2006 - 2012;146KM;1000 cm;18.0;Chain;6;;2140 x 770 x 1060
Yamaha;Tricker 250;2005 - 2005;19KM;250 cm;6.0;Chain;5;118;2010 x 800 x 1145
Yamaha;FZ6-N;2004 - 2009;98KM;600 cm;19.4;Chain;6;180;2095 x 755 x 1085
Yamaha;FZ6 Fazer S2;2006 - 2010;98KM;600 cm;19.4;Chain;6;186;2095 x 750 x 1215
Yamaha;FZ6 Fazer;2004 - 2006;98KM;600 cm;19.0;Chain;6;186;2095 x 750 x 1215
Yamaha;XJ6 600 N 2009;2009;78KM;600 cm;17.3;Chain;6;;2120 x 770 x 1085
Yamaha;XJ6 600 SP 2013;2013;78KM;600 cm;17.3;Chain;6;;2120 x 770 x 1085
Yamaha;FZ8 N;2010;106KM;800 cm;17.0;Chain;6;;2140 x 770 x 1065
Yamaha;Fazer 8 800 S;2010;106KM;800 cm;17.0;Chain;6;;2140 x 770 x 1225
Yamaha;FZS 600 Fazer;1998 - 2004;95KM;600 cm;18.0;Chain;6;189;2080 x 710 x 1180
Yamaha;XJ 600 Diversion N;1994 - 2004;61KM;600 cm;17.0;Chain;6;187;2170 x 750 x 1205
Yamaha;XJ 600 Diversion S;1992 - 1998;61KM;600 cm;17.0;Chain;6;198;2170 x 750 x 1205
Yamaha;XJ 600 Diversion S;1998 - 2004;61KM;600 cm;17;Chain;6;198;2170 x 750 x 1205
Yamaha;Tracer 900;2015 - 2017;115KM;850 cm;18.0;Chain;6;;2160 x 950 x 1345
Yamaha;MT-09 Street Rally;2014;115KM;850 cm;14.0;Chain;6;;2075 x 815 x 1135
Ducati;Monster 750;2002 - 2005;62KM;750 cm;15.0;Chain;5;179;2100 x 794 x 1058
Ducati;Monster 696;2008 - 2014;80KM;696 cm;15.0;Chain;6;161;2058 x 784 x 1012
Ducati;Monster 620;2002 - 2006;60KM;620 cm;-;Chain;6;168;2100 x 794 x 1058
Ducati;Monster 600;1994 - 2001;53KM;600 cm;16.5;Chain;5;174;2080 x 800 x 1130
Ducati;Monster 1200S;2014 - 2017;145KM;1200 cm;17.5;Chain;6;182;2200 x 830 x 1040
Suzuki;SFV 650 Gladius;2009 - 2015;76KM;650 cm;14.5;Chain;6;;2130 x 760 x 1090
Kawasaki;ZZ-R 600;1990 - 2002;98KM;600 cm;18.0;Chain;6;198;
Kawasaki;ZZ-R 600;2003 - 2004;100KM;600 cm;18.0;Chain;6;198;
Kawasaki;ZZ-R 600;2005 - 2008;100KM;600 cm;18.0;Chain;6;171;2030 x 730 x 1175
Kawasaki;Ninja 250SL;2015 - 2017;28KM;250 cm;11.0;Chain;6;151;1935 x 685 x 1075
Kawasaki;Ninja 300;2013 - 2017;39KM;300 cm;17.0;Chain;6;162;2015 x 715 x 1110
Triumph;Speed Triple 955 (995i);2000 - 2004;120KM;955 cm;21.0;Chain;6;189;2115 x 790 x 1250
Triumph;Speed Triple 1050 V generacja;2011 - 2016;133KM;1050 cm;17.5;Chain;6;;2100 x 795 x 1110
Triumph;Speed Triple 1050 IV generacja;2005 - 2010;128KM;1050 cm;17.5;Chain;6;189;2115 x 780 x 1250
Triumph;Street Triple R 675;2008 - 2012;107KM;675 cm;17.4;Chain;6;;2030 x 735 x 1100
Triumph;Street Triple R 675;2013 - 2015;107KM;675 cm;17.4;Chain;6;;2055 x 740 x 1190
Triumph;Street Triple 675;2013 - 2015;105KM;675 cm;17.4;Chain;6;167;2000 x 735 x 1060
Triumph;Street Triple 675;2007 - 2012;107KM;675 cm;17.4;Chain;6;;2000 x 765 x 1060
Triumph;Scrambler 900 2006;2006;59KM;900 cm;16.0;Chain;5;;2213 x 860 x 1202
Triumph;Speedmaster 900 2011;2011;61KM;900 cm;19.3;Chain;5;;2367 x 825 x 1133
Triumph;Speedmaster 900;2005 - 2010;61KM;900 cm;16.6;Chain;5;229;2420 x 840 x 1180
Triumph;Speedmaster 800;2002 - 2004;53KM;800 cm;16.6;Chain;5;229;2424 x 844 x 1184
